,i_type,incident_with,date,p_type,details,incident_effect,injury,trip_purpose,regular_cyclist,helemt,intoxicated,road_conditions,sightlines,card_on_roadside,riding_on,bike_lights,terrain,direction,turning,age,birthmonth,sex,pk,longitude,latitude,datetime,seconds
181,Near collision with stationary object or vehicle,"Vehicle, side",2014-10-06T08:40:00,nearmiss,"Car passing me. Car hit cyclist behind me and nearly hit me, car did not stop. ",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Uphill,E,Heading straight,1994.0,7.0,M,83,-123.3263183,48.44614111,2014-10-06 08:40:00,1412606400
182,Near collision with moving object or vehicle,"Vehicle, side",2014-10-09T16:25:00,nearmiss,"I was heading straight through the green light at McKenzie and Borden Street in the bike lane.  An SUV without his right turn signal on, and without looking started to turn right when I was right beside it.  I yelled loudly and the truck stopped before hitting me.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,1972.0,11.0,F,84,-123.36114409999999,48.47047436,2014-10-09 16:25:00,1412893500
183,Near collision with moving object or vehicle,"Vehicle, side",2014-09-30T08:00:00,nearmiss,,,No injury,Commute,Y,Y,N,,,,"Busy street, no bike facilities",,,,Heading straight,,,,85,-123.33141450000001,48.460714,2014-09-30 08:00:00,1412085600
184,Near collision with stationary object or vehicle,"Vehicle, open door",2014-10-08T21:00:00,nearmiss,,,No injury,Commute,Y,Y,,,,Y,,FB,,,Heading straight,,,,86,-123.331511,48.46177763,2014-10-08 21:00:00,1412823600
185,Near collision with moving object or vehicle,"Vehicle, side",2014-10-01T07:45:00,nearmiss,"Road narrows, curves, no bike lane and no curb. Overtaking car near miss.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,N,Heading straight,1967.0,7.0,M,92,-123.3352071,48.49472486,2014-10-01 07:45:00,1412171100
186,Near collision with moving object or vehicle,"Vehicle, rear end",2014-01-15T08:00:00,nearmiss,Road veers left where bicycle lane ends and road start uphill.  Truck with a trailer was going fast and  cut me off and I ended up in the ditch,,No injury,Commute,Y,Y,N,Wet,No obstructions,N,"Quiet street, no bike facilities",FB,Uphill,S,Turning left,1955.0,6.0,M,94,-123.33558799999999,48.49488838,2014-01-15 08:00:00,1389798000
187,Near collision with moving object or vehicle,"Vehicle, side",2014-09-28T15:35:00,nearmiss,"Cycling up Martindale turning right at the Welch Road.  Car on Welch road did not stop at the stop sign and went directly through the intersection.Wife yelled and he swerved to avoid contact, I rode down into the field",,No injury,Exercise or recreation,,,,Dry,No obstructions,N,"Quiet street, no bike facilities",NL,Uphill,I don't know,Turning right,,,,100,-123.3706284,48.56361541,2014-09-28 15:35:00,1411940100
188,Near collision with moving object or vehicle,"Vehicle, head on",2014-08-27T17:15:00,nearmiss,Distracted driver on cell phone,,No injury,Commute,,,,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,E,Heading straight,,,,101,-123.36276950000001,48.43129352,2014-08-27 17:15:00,1409181300
189,Near collision with moving object or vehicle,"Vehicle, head on",2014-10-06T08:05:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,103,-123.3443642,48.41077307,2014-10-06 08:05:00,1412604300
190,Near collision with moving object or vehicle,"Vehicle, side",2014-09-29T16:15:00,nearmiss,"Pulled out in front of me, stopped in my lane when they saw me, I swerved into oncoming traffic and survived",,No injury,Commute,,,,Dry,No obstructions,I don't know,Busy street bike lane,NL,Flat,S,Heading straight,,,,105,-123.33243370000001,48.41482513,2014-09-29 16:15:00,1412028900
191,Near collision with moving object or vehicle,"Vehicle, angle",2014-09-22T10:00:00,nearmiss,Car cut the corner into the bike lane and nearly hit me but I have cat like reflexes so I dodged em,,No injury,Commute,,,,,,,,,,,,,,,106,-123.32320690000002,48.42103433,2014-09-22 10:00:00,1411401600
192,Near collision with moving object or vehicle,"Vehicle, angle",2014-10-07T16:50:00,nearmiss,"Partial blind corner, cars moving over speed limit, difficult to cross this intersection with cars speeding up cad bay road! No appropriate warning of crossing for oncoming cars. ",,No injury,Commute,Y,Y,N,Dry,View obstructed,N,"Busy street, no bike facilities",F,Flat,SE,Heading straight,,,,108,-123.3025861,48.45383367,2014-10-07 16:50:00,1412722200
193,Near collision with moving object or vehicle,"Vehicle, angle",2014-09-09T16:55:00,nearmiss,Terrible 5-road  intersection for cars not stopping and/or seeing cyclists or pedestrians. I have had several incidents in this intersection this past year mostly with drivers not stopping fully or looking. Some drivers unaware that musgrave is a through street here. Headed s toward willows is bad. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1971.0,,,109,-123.30830990000001,48.43771247,2014-09-09 16:55:00,1410303300
194,Near collision with moving object or vehicle,"Vehicle, side",2014-10-06T07:30:00,nearmiss,Bad 4way stop where vehicles frequently do not stop fully and often ignore cyclists. Several incidents this past year. Bad potholes/ruts in intersection. Lots of kids use the inter section en route to willows. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",FB,Downhill,N,Heading straight,,,,110,-123.31186650000001,48.43357503,2014-10-06 07:30:00,1412602200
195,Near collision with moving object or vehicle,"Vehicle, side",2014-09-08T16:45:00,nearmiss,Motorcycle ran intersection and didn't see me. Have had several incidents here with cars as well thateither don't see or don't wait for cyclists. Very bad intersection close to schools.,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Downhill,S,Heading straight,,,,111,-123.3133203,48.43171352,2014-09-08 16:45:00,1410216300
196,Near collision with moving object or vehicle,"Vehicle, side",2014-07-15T08:00:00,nearmiss,Had already turned left and driver sped to veer right onto same street cutting me off. I had my child in towable bike carrier very visible. Driver honked and swore at me.local roofing company did not get my business after this!,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",F,Flat,NE,Turning left,,,,112,-123.3051395,48.44138693,2014-07-15 08:00:00,1405432800
197,Near collision with moving object or vehicle,"Vehicle, angle",2014-09-08T08:00:00,nearmiss,Lane merges to the right one way. Merging traffic from railroad must stop. Driver did not stop cut me off and cut me off. Honked. Amazed there is no bike lane on campus. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",B,Flat,N,Turning right,,,,113,-123.31351880000001,48.46052191,2014-09-08 08:00:00,1410184800
198,Near collision with moving object or vehicle,"Vehicle, side",2014-10-14T16:35:00,nearmiss,Car turned into a driveway cutting me off,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,SE,Heading straight,1991.0,3.0,M,121,-123.4067738,48.47330537,2014-10-14 16:35:00,1413326100
199,Near collision with moving object or vehicle,"Vehicle, angle",2014-09-24T18:00:00,nearmiss,truck w/ 53 foot trailer; trailer crossed into the bike lane on Blanshard northbound as the lane curved to the right. If I had not jumped to the sidewalk I would have been run over by the rear wheels as only about .5 meter of the bike lane remained.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Flat,N,Heading straight,1967.0,2.0,M,124,-123.37099309999999,48.45367001,2014-09-24 18:00:00,1411603200
200,Near collision with moving object or vehicle,"Vehicle, side",2014-09-09T12:00:00,nearmiss,"Right hook. Car turned right across path of person on bicycle in bike lane, with near collision. Driver unware of several people on bicycles in the bike lane. I have seen this same type of near miss many times at this intersection.",,No injury,Personal business,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,1967.0,2.0,M,125,-123.3619809,48.42600043,2014-09-09 12:00:00,1410285600
201,Near collision with moving object or vehicle,"Vehicle, side",2014-05-07T14:10:00,nearmiss,Car was exiting parking lot without looking for cyclists in bike lane. He clipped my back tire as I passed him.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,1975.0,2.0,F,127,-123.33110330000001,48.46872447,2014-05-07 14:10:00,1399493400
202,Near collision with moving object or vehicle,"Vehicle, side",2014-10-09T20:15:00,nearmiss,Driver made a left hand turn in front of me. I had right of way through a green light. I managed to stop just prior to hitting the car's side door.,,No injury,Personal business,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Downhill,S,Heading straight,1990.0,2.0,F,128,-123.35326909999999,48.42716446,2014-10-09 20:15:00,1412907300
203,Near collision with moving object or vehicle,"Vehicle, side",2014-10-16T19:00:00,nearmiss,"making a legal left turn, signaling with my left arm, almost at the centre line, starting to turn left, when the vehicle behind me passes me on my left side.",,No injury,Social reason,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",FB,Uphill,S,Turning left,1955.0,12.0,F,153,-123.33955759999999,48.45550581,2014-10-16 19:00:00,1413507600
204,Near collision with moving object or vehicle,"Vehicle, side",2014-10-17T13:20:00,nearmiss,"Vehicle sped past me to immediately turn right off of Foul bay onto Oak Bay avenue, no signal was used.  I narrowly avoided contact with rear door.",,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,S,Heading straight,,,,170,-123.32276170000002,48.42653084,2014-10-17 13:20:00,1413573600
205,Near collision with moving object or vehicle,"Vehicle, side",2013-01-08T18:00:00,nearmiss,"The driver was exiting from a lane with a yield sign, leading from Beacon Hill Park. Street lighting was poor. I don't think the driver looked in my direction before turning onto my street. I had to brake suddenly and yell so he would see me and stop. It was a close call and I was shaken up.",,No injury,Commute,Y,Y,N,Don't remember,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,E,Heading straight,1960.0,7.0,F,172,-123.3579469,48.41278846,2013-01-08 18:00:00,1357693200
206,Near collision with moving object or vehicle,"Vehicle, side",2014-10-17T17:30:00,nearmiss,"driver didn't look left before pulling out on a left turn, I had right of way. I saw the driver but my brakes failed on wet leaves and slope",,No injury,Commute,Y,Y,N,Wet,No obstructions,N,"Quiet street, no bike facilities",NL,Downhill,E,Heading straight,1987.0,12.0,F,175,-123.37286,48.41632765,2014-10-17 17:30:00,1413588600
207,Near collision with moving object or vehicle,"Vehicle, angle",2014-10-21T16:45:00,nearmiss,I was riding south on Shelbourne in the right hand lane. Driver passed me on my left and then turned  right to go west on Garnett . There was a pedestrian crossing Garnett (which I assume that the driver did not see in their haste to pass me) and the car had to suddenly stop  for the pedestrian. ,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,S,Heading straight,1959.0,,M,203,-123.33288429999999,48.46783882,2014-10-21 16:45:00,1413931500
208,Near collision with moving object or vehicle,"Vehicle, side",2012-06-14T08:30:00,nearmiss,"Car turning right, did not check, was in bike lane, driver stopped just short of hitting me as I continued straight.",,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,,Heading straight,1990.0,4.0,F,204,-123.3238453,48.43192708,2012-06-14 08:30:00,1339684200
209,Near collision with moving object or vehicle,"Vehicle, side",2014-10-30T07:45:00,nearmiss,Car turned right onto Marigold cutting me off. Almost rammed into its side,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Flat,NW,Heading straight,1991.0,3.0,M,257,-123.40146299999999,48.46683223,2014-10-30 07:45:00,1414676700
210,Near collision with moving object or vehicle,"Vehicle, side",2014-10-30T07:40:00,nearmiss,Motorcycle speed through a roundabout nearly running me over had I not stopped in time.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Flat,NE,Heading straight,1991.0,3.0,M,258,-123.4016347,48.45077386,2014-10-30 07:40:00,1414676400
211,Near collision with moving object or vehicle,"Vehicle, rear end",2014-10-22T16:40:00,nearmiss,,,No injury,Personal business,,,,,,,,,,,,,,,264,-123.31414099999999,48.43061723,2014-10-22 16:40:00,1414017600
212,Near collision with moving object or vehicle,"Vehicle, head on",2014-10-31T12:00:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,272,-123.33503540000001,48.42964905,2014-10-31 12:00:00,1414778400
213,Near collision with moving object or vehicle,"Vehicle, side",2014-10-14T16:05:00,nearmiss,"Taxi moved out from behind me , into left lane, came up fast beside me, and then tried to budge me out of the right lane.  I had to move right to avoid being hit.  Signage says for cyclists to use centre of the lane.  Victoria Taxi #98.  ",,No injury,Social reason,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,W,Heading straight,1950.0,12.0,F,279,-123.37269369999999,48.42791555,2014-10-14 16:05:00,1413324300
214,Near collision with moving object or vehicle,"Vehicle, side",2014-11-03T18:00:00,nearmiss,"Car came to Stop sign on Marifield, but did not stop...kept on going while I was going straight on Government Street.  I hollered at driver, who sped off.  ",,No injury,Social reason,Y,Y,N,Wet,No obstructions,N,"Busy street, no bike facilities",FB,Flat,N,Heading straight,1950.0,12.0,F,280,-123.369534,48.41473256,2014-11-03 18:00:00,1415062800
215,Near collision with moving object or vehicle,"Vehicle, side",2014-11-05T10:05:00,nearmiss,Truck coming down Harriet onto highway almost hit me.,,No injury,Commute,,Y,N,Dry,Don't Remember,N,Mixed use trail,NL,Flat,E,Heading straight,,,M,284,-123.3807939,48.45612129,2014-11-05 10:05:00,1415207100
216,Near collision with stationary object or vehicle,"Vehicle, side",2014-07-09T08:30:00,nearmiss,Parked motor home on side of road. Lady opened door towards me and threw used dishwater out onto street... And all over me...,,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,E,Heading straight,1982.0,3.0,M,285,-123.3126068,48.41329407,2014-07-09 08:30:00,1404916200
