i_type,incident_with,date,p_type,details,incident_effect,injury,trip_purpose,regular_cyclist,helemt,intoxicated,road_conditions,sightlines,card_on_roadside,riding_on,bike_lights,terrain,direction,turning,age,birthmonth,sex,pk,longitude,latitude
Near collision with moving object or vehicle,"Vehicle, angle",2015-09-03T20:05:00,nearmiss,,None,No injury,Social reason,,,,Don't remember,,,,,,,,,,,2873,-123.3689225,48.42064984
Near collision with moving object or vehicle,"Vehicle, rear end",2016-06-03T12:00:00,nearmiss,SUV backing out of Seaview Suites onto Cordova Bay Road. SUV stopped backing out when in bike lane and forced me into road with cars coming up behind me. I avoided SUV and cars behind were forced to slow down. ,Too soon,No injury,Exercise or recreation,Y,Y,N,,,,,,,,,,,M,2879,-123.3450508,48.50312804
Near collision with moving object or vehicle,"Vehicle, side",2016-06-03T12:05:00,nearmiss,"Riding southbound on Cordova Bay Road, signalled left to go from bike lane to turning lane to turn left onto Ash Road just past the Mount Doug Park parking lot entrance.  A Saanich city van pulled out from the parking lot onto Cordova Bay Road, forcing me to slam on my brakes to not hit it.",Too soon,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Downhill,S,Turning left,1970,,M,2880,-123.335588,48.49520833
Near collision with moving object or vehicle,"Vehicle, side",2016-06-02T19:05:00,nearmiss,"Approaching Harriet on Galloping Goose trail, as we were crossing the road a car came to a skidding stop. Driver had not slowed down or looked for people on bikes. ",None,No injury,Exercise or recreation,Y,Y,N,,,,,NL,Flat,S,Heading straight,1967,4,M,2888,-123.3807135,48.45609638
Near collision with moving object or vehicle,"Vehicle, side",2016-06-10T04:40:00,nearmiss,This stretch of Craigflower from Tillicum to Admirals is the WORST for drivers pulling into the bike lane ON TOP OF YOU to turn right.  There is a curb that traps cyclists so you can't get out of the way.  Several times now I have had to scream to keep from being crushed.  Ride here with care!!!,More careful,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,FB,Flat,W,Heading straight,1952,10,F,2928,-123.4163761,48.448333
Near collision with moving object or vehicle,"Vehicle, angle",2016-06-02T08:45:00,nearmiss,"Car tried to turn right into me as I was biking in the bike lane, straight through the intersection.  I slowed just before they started turning because I suspected that this would happen.",None,No injury,Commute,,,,Dry,No obstructions,N,Busy street bike lane,NL,Flat,W,Heading straight,,,,2946,-123.3619916,48.42604671
Near collision with moving object or vehicle,"Vehicle, angle",2016-06-08T08:45:00,nearmiss,Dump truck swerved in to my lane (right-most lane) to go around a car turning left (east).  Had to jam my brakes to avoid having it hit me.,None,No injury,Commute,,,,Dry,No obstructions,Y,"Busy street, no bike facilities",NL,Flat,N,Heading straight,,,,2947,-123.3670342,48.42849576
Near collision with moving object or vehicle,Another cyclist,2016-06-30T13:45:00,nearmiss,Pedestrians were walking and another biker was impatient and tried to pass them but didn't leave enough time and space to get out of on-coming traffic and I almost ran into her.,More careful,No injury,Exercise or recreation,,,,,,,,,,,,,,,3080,-123.3792007,48.44437258
Near collision with moving object or vehicle,"Vehicle, side",2016-06-15T16:20:00,nearmiss,Driver didn't yield in the roundabout.,None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,NW,Turning left,1975,7,M,2975,-123.307457,48.46697451
Near collision with moving object or vehicle,"Vehicle, side",2016-06-15T16:50:00,nearmiss,"Descending at same speed as auto traffic in front and behind. Driver turning left onto Cordova Bay Rd. from Sayward Hill Crescent. Didn't check for coming traffic and pulled out into my lane, completely blocking it and forcing me to swerve into oncoming lane to avoid him. At least he waved :|",None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Downhill,NE,Heading straight,1975,7,M,2976,-123.3793294,48.53140212
Near collision with moving object or vehicle,Another cyclist,2016-06-01T16:55:00,nearmiss,"Cyclist turned left off trail forcing me off the trail and onto the grass. Cyclist behind me may have hit her. Nobody *ever* shoulder checks or signals while turning left off the Goose. People often start turning, panic and block the trail entirely.  A problem everywhere, but it's a nightmare here.",None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Mixed use trail,NL,Flat,S,Heading straight,1975,7,M,2978,-123.3791149,48.44493481
Near collision with moving object or vehicle,Another cyclist,2016-06-20T16:45:00,nearmiss,"Cyclist rode through stoplight on McKenzie.  I stopped for a red light on McKenzie, as a pedestrian was crossing McKenzie walking towards Braefoot Park.  A Cyclist approached from behind me and passed on the left and rode through the the stop light. ",None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,E,Heading straight,1960,1,M,2993,-123.3468802,48.47190929
Near collision with moving object or vehicle,"Vehicle, side",2016-06-21T08:45:00,nearmiss,I was riding on the bike lane on Fort St  heading away from downtown and at the intersection at Fort and Morrison (Esso Gas Station) a car cut me off and turned into the gas station parking lot and I applied both brakes and swerved and luckily no vehicle going the same direction heading was on my left as this was happening or else...That car missed me within a foot.,,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,I don't know,Heading straight,1965,4,M,2996,-123.324023,48.43167545
Near collision with moving object or vehicle,"Vehicle, side",2016-06-21T08:45:00,nearmiss,I was riding to work on a designated bike lane along Fort St heading out of town and all of a sudden a vehicle cut in front of me making a right turn into the Esso gas station at the corner of Fort and Morrison St in Oak Bay. Fortunately I applied both of my brakes with no collision had occurred.,None,"Injury, no treatment",Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,I don't know,Heading straight,1965,4,M,2997,-123.3355037,48.42858
Near collision with moving object or vehicle,"Vehicle, angle",2016-05-05T08:50:00,nearmiss,Riding from dwntwn on Fort St towards O.Bay on visible bike lane when a driver cut me off at intersection on Morrison. Braked quickly and stopped within inches of the bumper but still locked into pedals and my knee landed hard onto the pavement. He stopped & we exchanged info.,,"Injury, saw family doctor",Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Flat,I don't know,Heading straight,1965,4,M,3012,-123.3343578,48.42745923
Near collision with moving object or vehicle,"Vehicle, angle",2016-06-24T17:00:00,nearmiss,Car turned right as I was biking to the right of them (going straight).,None,No injury,Commute,,,,Dry,No obstructions,N,Busy street bike lane,NL,Flat,S,Heading straight,,,,3033,-123.3671308,48.42940701
Near collision with stationary object or vehicle,"Vehicle, open door",2016-06-24T09:00:00,nearmiss,Driver opened car door in to bike lane.  Swerved to avoid.,More careful,No injury,Commute,,,,Dry,No obstructions,Y,Busy street bike lane,NL,Downhill,N,Heading straight,,,,3034,-123.3671683,48.43183098
Near collision with moving object or vehicle,"Vehicle, angle",2016-06-28T06:35:00,nearmiss,"I was riding downhill, straight on Braefoot, headed N towards Mckenzie.  White truck pulled up to T intersection in front of me, slowed down, then turned into my lane just when I was riding by -- missed me by a foot.   Driver apologized at McKenzie.",Too soon,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",F,Downhill,N,Heading straight,1963,8,M,3060,-123.3467031,48.46915127
Near collision with moving object or vehicle,"Vehicle, side",2016-06-23T16:30:00,nearmiss,"A male driver in a white porsche, without indicating, veered across from the driving lane (on my left) to a parking spot (on my right), cutting me off in the process.  I slammed on my brakes hard enough to pop my rear wheel up and managed to avoid the car by a few inches (no exaggeration).",None,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,N,Heading straight,1986,12,M,3064,-123.3566004,48.42497521
Near collision with moving object or vehicle,"Vehicle, angle",2016-06-23T14:15:00,nearmiss,"First in position at a red light.  Positioned in the straight through lane (narrow).  Car beside me in turn lane waiting to turn right when pedestrians cleared.  I moved forward when light turned.  Large commercial delivery truck behind me, overtook within 12-18 inches clearance, and cut me off. ",None,No injury,Commute,Y,Y,N,Dry,No obstructions,,"Busy street, no bike facilities",NL,Flat,E,Heading straight,1965,3,F,3091,-123.3644485,48.42939989
Near collision with moving object or vehicle,"Vehicle, rear end",2016-04-16T14:15:00,nearmiss,"Narrow street, parked cars, no room for two cars to pass sometimes.  Riding 1 m from car doors, readying to turn left onto Belmont, impatient motorist behind me accelerated, honked, yelled through window, and went around me on my left while I was mid-turn nearly hitting me. I signaled prior to turn.",None,No injury,Social reason,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,E,Turning left,1965,3,F,3092,-123.3398795,48.436191
Near collision with moving object or vehicle,"Vehicle, angle",2016-06-28T17:00:00,nearmiss,"I was proceeding E on Cedar Hill X Rd toward Cedar Hill Rd when a driver made a right turn into a parking lot directly in front of me.  I braked hard, stopping about 3 inches away from the side of the vehicle.  The driver did not use signal lights nor did he look to see if it was safe to turn",More careful,No injury,Commute,Y,Y,N,,,N,Busy street bike lane,FB,Downhill,E,Heading straight,1954,2,M,3113,-123.3382058,48.46297641
Near collision with moving object or vehicle,"Vehicle, side",2016-07-06T17:45:00,nearmiss,"While approaching the intersection of Harriet and Burnside (going straight in the center lane), a car honked at me and attempted to ""shoo"" me out of the lane into the right-hand turn lane. The car came within a meter of hitting me. Very bad intersection. ",Too soon,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,SW,Heading straight,1986,,F,3124,-123.3844793,48.44962105
Near collision with moving object or vehicle,"Vehicle, head on",2016-07-19T16:00:00,nearmiss,Had a near miss with cycle using the same bike lane as I was.,,No injury,Commute,,,,,,,,,,,,,,,3254,-123.4280062,48.44436902
Near collision with moving object or vehicle,"Vehicle, side",2016-07-22T17:25:00,nearmiss,"traffic blocked the sightline at the lights, on exiting the parking lot a vehicle turned from Hillside too quickly and I was nearly hit after negotiating through the stopped traffic blocking the exit to turn left on Shakespeare.",More careful,No injury,Personal business,Y,Y,N,Dry,Obstruction on road,N,"Busy street, no bike facilities",NL,Flat,S,Turning left,,,,3296,-123.3357167,48.44433344
Near collision with moving object or vehicle,"Vehicle, side",2016-07-13T08:45:00,nearmiss,"Waiting for the traffic turning left onto McKenzie from the TCH, a dump truck was going really fast in the outer lane closest to me. As it turned the corner it seemed the truck was going to tip and a large amount of gravel and rock came out of the truck and landed on me and the pedestrian there. ",More careful,No injury,Commute,Y,Y,N,,No obstructions,N,Cycle track,NL,Flat,W,Heading straight,1960,9,F,3326,-123.4041613,48.45972506
Near collision with moving object or vehicle,"Vehicle, angle",2016-08-04T15:45:00,nearmiss,"Driver on Davie turned to follow me going west. In one of the narrow one-lane sections, he sped up and passed me very closely, when there wasn't room to do so. He went south before and after meeting me - no reason to follow me west if he didn't want to.",More careful,No injury,,,,,,,Y,"Quiet street, no bike facilities",,,,,,,,3335,-123.3278632,48.42841745
Near collision with moving object or vehicle,"Vehicle, side",2016-08-25T16:15:00,nearmiss,"This is the only block without a bike lane. I signalled to take the lane but a van with plate # CT2522 didn't want to give it to me & came up right behind me. He then passed me within inches once the traffic started moving again.  It's only one block, he was slowed by maybe 5 sec???",Too soon,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Busy street, no bike facilities",NL,Flat,W,Heading straight,1971,6,F,3535,-123.3341637,48.46868356
Near collision with moving object or vehicle,"Vehicle, side",2016-08-28T15:30:00,nearmiss,Drivers cross bike lane if turning right. I was heading straight in bike lane and driver turning right assumed they had the right away so had to stop suddenly. No incident though I did get a big middle finger and some yelling.,None,No injury,Exercise or recreation,Y,Y,N,Wet,No obstructions,N,Quiet street bike lane,NL,Flat,N,Heading straight,,,,3550,-123.3414816,48.44806167
Near collision with moving object or vehicle,"Vehicle, side",2016-08-06T00:00:00,nearmiss,"I was heading east on Feltham crossing Shelbourne. There is a bike lane on the west side of Shelbourne but not on the east side. When the light changed to green, a large red truck in the curb lane beside me squeezed me out on the east side of that intersection and I had take evasive action.",None,No injury,Exercise or recreation,Y,Y,N,Dry,No obstructions,Y,Busy street bike lane,NL,Flat,E,Heading straight,,,,3651,-123.3328629,48.47605087
Near collision with moving object or vehicle,"Vehicle, side",2016-09-22T17:00:00,nearmiss,Was riding straight in the bike lane from UVic past Tuscany Village when the truck almost turned left into Tuscany Village right in front of me. Truck stopped in time but would have hit me because I wouldn't have braked in time. ,Too soon,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,B,Flat,I don't know,Heading straight,1989,9,F,3780,-123.3314217,48.46870361
Near collision with stationary object or vehicle,"Vehicle, side",2016-09-20T04:30:00,nearmiss,Crossing the exit/entry to Tuscany Village when a SUV turned left in front of me to enter the shopping center. Had to brake hard to stop or else would have been hit. ,More careful and bike less,No injury,Commute,Y,Y,,Dry,No obstructions,N,Busy street bike lane,B,Flat,I don't know,Heading straight,,,F,3781,-123.3312934,48.46865612
Near collision with moving object or vehicle,"Vehicle, angle",2016-09-22T16:25:00,nearmiss,Witnessed a car almost hit male cyclist in front of me. Car was merging into #1 and stopped for bike crossing headed east. Started to proceed before looking to his left. Came within centimetres of hitting the cyclist. Car stopped just in time. I was trying to tell the cyclist he doesn't see you. Alberta plates,,No injury,,,,,Dry,No obstructions,N,Mixed use trail,NL,Flat,W,Heading straight,,,,3782,-123.4044671,48.45994206
Near collision with moving object or vehicle,"Vehicle, head on",2016-09-28T12:40:00,nearmiss,"I had signalled my intention to turn and moved slightly more centre in the lane for the 90 degree turn, started to brake, stood up on my pedals to be more visible and a large truck, at high speed, came along side close enough to touch and pulled in front of me.",Too soon,No injury,Personal business,Y,Y,N,,No obstructions,N,"Busy street, no bike facilities",B,Downhill,N,Heading straight,1964,8,F,3832,-123.3818722,48.48555228
Near collision with stationary object or vehicle,"Vehicle, side",2015-10-14T12:00:00,nearmiss,"Broad daylight. Vehicle pulled out of Tuscany Village parking lot and into bike lane at last minute. I didn't have time to stop safely, and had to swerve into vehicle lane. Luckily no cars behind me. A tree near the corner of the entrance to Tuscany Village likely obstructed the driver's view.",None,No injury,Commute,Y,N,N,Dry,View obstructed,,,NL,Flat,W,Heading straight,,,M,3883,-123.3314493,48.46867467
Near collision with moving object or vehicle,"Vehicle, angle",2014-09-15T18:00:00,nearmiss,"Biking down Hillside in bike lane. Vehicle slowly overtook me as we approached Shakespeare Street, but I was still adjacent to it (middle of car, possibly in blind spot) as it tried to turn right onto Shakespeare. I was going straight through. Had to slam on brakes to avoid impacting side of car.",More careful,No injury,Commute,Y,N,N,Dry,No obstructions,I don't know,Busy street bike lane,NL,Flat,I don't know,Heading straight,,,M,3884,-123.3358347,48.44458964
Near collision with moving object or vehicle,"Vehicle, angle",2014-09-15T18:00:00,nearmiss,"Same time as previous incident at Shakespeare and Hillside. Again travelling straight in bike lane. Vehicle attempted to pull out of Pharmasave parking lot into traffic. Almost side-swiped me (missed by feet), but they stopped in time. Both incidents occurred in good visibility.",More careful,No injury,Commute,,,,,,,,,,,,,,,3885,-123.3336568,48.44552195
Near collision with moving object or vehicle,"Vehicle, side",2016-10-11T16:10:00,nearmiss,Vehicle heading in same direction as me turned right into the Hillside Mall parking lot - the driver did not seem to see me in the bike lane as they turned right in front of me (cutting me off) and I had to brake hard.,None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Downhill,S,Heading straight,1978,4,F,3901,-123.3333993,48.4473794
Near collision with moving object or vehicle,Pedestrian,2016-07-14T07:45:00,nearmiss,Man at drivers side door of a parked car turned around and started crossing the street without looking. I had to shout at him to look out as he stepped in front of me and slam on my brakes to avoid hitting him. ,None,No injury,Commute,Y,Y,N,Dry,No obstructions,Y,"Quiet street, no bike facilities",NL,Flat,W,Heading straight,1983,,F,3934,-123.3439887,48.43360707
Near collision with moving object or vehicle,"Vehicle, angle",2016-10-12T15:30:00,nearmiss,,More careful,No injury,Exercise or recreation,,,,,,,,,,,,,,,3985,-123.335309,48.4686391
Near collision with moving object or vehicle,"Vehicle, head on",2016-10-26T16:45:00,nearmiss,I was nearly get hit by a vehicle which crossed over into my lane to get around an armoured vehicle parked in front of the CARSA building. ,None,No injury,Commute,Y,Y,N,Dry,Obstruction on road,N,"Busy street, no bike facilities",FB,Flat,NE,Heading straight,1950,5,M,4025,-123.310343,48.46784238
Near collision with moving object or vehicle,"Vehicle, side",2016-10-17T17:15:00,nearmiss,"I stopped at 4-way stop, watching car approach on my right. I proceeded as I had right of way. The car didn't even slow down for the stop, proceeded straight through intersection westbound on Kenmore without slowing even though I was already in the intersection. Driver didn't even look to the side.",None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,"Quiet street, no bike facilities",FB,Uphill,N,Heading straight,1969,,M,4027,-123.3273697,48.48206769
Near collision with moving object or vehicle,"Vehicle, side",2016-10-27T06:55:00,nearmiss,vehicle swerved into bike lane to avoid going over a large construction metal plate,None,No injury,Commute,Y,Y,N,,No obstructions,N,Busy street bike lane,FB,Flat,SE,Heading straight,1962,3,M,4037,-123.3803133,48.43339494
Near collision with moving object or vehicle,"Vehicle, side",2016-10-30T10:00:00,nearmiss,Driver purposely swerved right into the bike lane to pass me and other cyclists by mere centimetres.  Was reported to police.,None,No injury,Exercise or recreation,Y,Y,N,"Loose sand, gravel, or dirt",No obstructions,N,Busy street bike lane,FB,Uphill,S,Heading straight,1960,3,M,4099,-123.4145629,48.48398069
Near collision with moving object or vehicle,"Vehicle, angle",2016-11-03T15:30:00,nearmiss,The westbound bike lane on Esquimalt ends as it approaches Tyee. Motorist coming up behind and turning right onto Tyee ignored the sharrows and passed unsafely (very close because of their premature angling towards the right hand side of the road in order to turn right onto Tyee). ,None,No injury,Commute,Y,Y,N,Dry,No obstructions,N,Busy street bike lane,NL,Uphill,W,Turning left,1993,1,M,4176,-123.37678,48.42837652
Near collision with moving object or vehicle,"Vehicle, head on",2016-09-13T07:35:00,nearmiss,,,No injury,Commute,,,,,,,,,,,,,,,4289,-123.4137248,48.4375145
Near collision with moving object or vehicle,Animal,2016-11-08T07:40:00,nearmiss,Raced a doe down the trail and she couldn't escape until we came to a road,,No injury,Commute,,,,,,,,,,,,,,,4290,-123.4154803,48.43730941
